cap,via
20124,Oldofredi Ercole (Via)
20127,Oldrado da Tresseno (Via)
20147,Oleandri (Via degli)
20132,Olgettina (Via)
20143,Olgiati Francesco (Via)
20131,Olivari Emilio (Via)
20123,Olivetani (Via degli)
20152,Olivieri Alessio (Via)
20155,Ollearo Ulderico (Via)
20123,Olmetto (Via)
20123,Olona (Via)
20137,Oltrocchi Baldassarre (Via)
20129,Omboni Giovanni (Via)
20121,Omenoni (Via)
20139,Omero (Viale)
20151,Omodeo Adolfo (Via)
20152,Ontani (Via degli)
20123,Orazio (Via)
20132,Orbetello (Via)
20131,Orcagna Andrea (Via)
20147,Orchidee (Via delle)
20122,Ore (Via delle)
20123,Orefici (Via)
20146,Organdino (Via)
20122,Oriani Alfredo (Via)
20156,Oriani Barnaba (Via)
20132,Orione Don Luigi (Viale)
20128,Oristano (Via)
20142,Orlando Vittorio Emanuele (Via)
20162,Ornato Luigi (Via)
20139,Orobia (Via)
20161,Oroboni Antonio (Via)
20131,Orombelli (Via degli)
20132,Oropa (Via)
20151,Orsenigo Madre Carolina (Via) 
20144,Orseolo Pietro (Via)
20157,Orsini Felice (Via)
20147,Orsini Vincenzo Giordano (Via)
20121,Orso (Via dell')
20123,Orsole (Via delle)
20147,Ortensie (Via delle)
20122,Orti (Via)
20134,Ortica (Via)
20139,Ortles (Viale)
20141,Orvieto (Via)
20161,Osculati Gaetano (Via)
20123,Osii (Passaggio degli)
20139,Osimo Augusto (Via)
20134,Oslavia (Via)
20151,Osma Carlo (Via)
20148,Osoppo (Via)
20162,Ospedale Maggiore (Piazza dell')
20152,Osteno (Via)
20122,Osti (Via)
20133,Ostiglia (Via)
20157,Otranto (Via)
20148,Ottoboni (Via degli)
20136,Ottolini Giordano (Via)
20129,Otto Novembre (Piazza)
20142,Ovada (Via)
20138,Ovidio (Piazza)
20127,Oxilia Nino (Via)
20129,Ozanam Federico (Via)
20129,Ozieri (Via)
20122,Pace (Via)
20131,Pacini Giovanni (Via)
20155,Pacinotti Antonio (Via)
20144,Pacioli Fra' Luca (Via)
20156,Pacuvio (Via)
20131,Padova (Via) 
20127,Padova (Via)
20132,Padova (Via)
20147,Padulli Giuseppe (Via)
20131,Paganini Nicolo' (Via) 
20145,Pagano Mario (Via)
20149,Pagliano Eleuterio (Via)
20131,Paisiello Giovanni (Via)
20133,Paladini Ettore (Via)
20129,Palagi Pelagio (Via)
20142,Palanti Giuseppe (Via)
20162,Palanzone (Via)
20148,Palatino (Via)
20131,Palazzetta (Via della)
20124,Palazzi Lazzaro (Via)
20149,Palazzolo Don Luigi (Via)
20122,Palazzo Reale (Via)
20121,Paleocapa Pietro (Via)
20121,Palermo (Via)
20124,Palestrina Pier Luigi (Via)
20121,Palestro (Via)
20156,Palizzi Filippo (Via) 
20157,Palizzi Filippo (Via)
20123,Palla (Via della)
20135,Palladio (Via)
20125,Pallanza (Via)
20145,Pallavicino Giorgio (Via)
20162,Palletta Giovanni Battista (Via)
20139,Pallia Paolo (Via)
20146,Palma Jacopo (Via)
20132,Palmanova (Via)
20161,Palmaria (Via)
20152,Palmi (Via)
20141,Palmieri Nicola (Via)
20129,Pancaldo Leone (Via)
20145,Pancrazi Pietro (Via)
20143,Pandino (Via privata)
20139,Panigarola (Via dei)
20144,Panizza Bartolomeo (Via)
20146,Panizzi Antonio (Via)
20133,Pannonia (Via)
20156,Pannunzio Mario (Via)
20158,Pantaleo Fra Giovanni (Via)
20161,Pantaleoni Diomede (Vicolo)
20158,Pantaleoni Maffeo (Via)
20122,Pantano (Via)
20156,Pantelleria (Via)
20147,Pantigliate (Via)
20123,Panzacchi Enrico (Via)
20123,Panzeri Pietro (Via)
20145,Panzini Alfredo (Via)
20124,Paoli Alessandro (Via)
20143,Paoli Pasquale (Via)
20122,Paolo da Cannobio (Via)
20133,Paolo Diacono (Via)
20145,Paolo Veronese (Via)
20153,Paone Remigio (Via)
20149,Papa Achille (Viale)
20125,Papa Dario (Via) 
20123,Papa Gregorio XIv (Via)
20135,Papi Lazzaro (Via)
20123,Papiniano (Viale)
20149,Papini Giovanni (Via)
20151,Parabiago (Via)
20129,Paracelso (Via)
20127,Paradisi Giovanni (Via)
20148,Paravia Pier Alessandro (Via)
20123,Parco Delle Basiliche (Passeggiata Archeologica)
20138,Parea Carlo (Via)
20143,Parenzo (Via)
20156,Pareto Vilfredo (Via)
20121,Parini Giuseppe (Via)
20149,Paris Bordone (Via)
20138,Parma (Via)
20128,Parmenide (Via)
20148,Parmigianino (Via)
20125,Parravicini Raffaele (Via)
20152,Parri Ferruccio (Via)
20127,Paruta Paolo (Via)
20133,Pascal Carlo (Via)
20157,Pascarella Cesare (Via)
20129,Pascoli Giovanni (Via) 
20133,Pascoli Giovanni (Via)
20136,Paselli Ernesto (Via)
20141,Pasinetti Antonio (Via)
20129,Pasini Valentino (Via)
20159,Pasolini Giuseppe (Piazza)
20123,Passaggio Centrale ()
20122,Passarella (Galleria)
20122,Passarella (Via)
20162,Passerini Gian Battista (Via)
20147,Passero (Via del)
20135,Passeroni Gian Carlo (Via)
20122,Passione (Via)
20135,Passo Buole (Via)
20148,Passo di Brizio (Via)
20148,Passo di Fargorida (Via)
20134,Passo Mendola (Via)
20139,Passo Pordoi (Via)
20134,Passo Rolle (Via) 
20134,Passo Sella (Via)
20153,Passo Tre Croci (Via)
20161,Pasta Giuditta (Via)
20127,Pasteur Luigi (Via)
20153,Pastonchi Francesco (Via)
20143,Pastorelli Giovanni (Via)
20159,Pastrengo (Via)
20161,Pastro Luigi (Via)
20154,Pasubio (Viale)
20136,Patellani Carlo (Via)
20143,Paterno' (Via privata)
20151,Patroclo (Via)
20122,Pattari (Galleria Privata)
20122,Pattari (Piazzetta)
20122,Pattari (Via)
20158,Patti Adelina (Via)
20138,Paullese ()
20135,Paullo (Via)
20162,Paulucci De Calboli Fulcieri (Via)
20128,Pavese Cesare (Via)
20136,Pavia (Via)
20159,Pavoni Lodovico (Via)
20131,Pecchio Giuseppe (Via)
20155,Pecetta (Via della)
20122,Pecorari Francesco (Via)
20139,Pecori Giraldi Guglielmo (Via)
20138,Pecorini Abelardo (Via)
20161,Pedroni Lisiade (Via)
20151,Pegaso (Via)
20126,Pelitti Giuseppe (Via)
20149,Pelizza da Volpedo Giuseppe (Via)
20122,Pellegrini (Sito dei)
20122,Pellegrini (Via dei)
20121,Pellico Silvio (Via)
20125,Pellini Eugenio (Via)
20133,Pellizzone Andrea (Via)
20159,Pepe Guglielmo (Via)
20143,Pepere Alberto (Via)
20159,Perasto (Via)
20154,Perego Giovanni (Piazza)
20148,Pergine (Via)
20124,Pergolesi Giovanni Battista (Via)
20126,Pericle (Via)
20124,Peri Jacopo (Via)
20156,Perin Del Vaga (Via)
20133,Peroni Valvassori Carlo (Via)
20146,Perosi Lorenzo (Via)
20125,Perotti Francesco (Via)
20125,Perrone di San Martino Ettore (Via)
20147,Perrucchetti Giuseppe (Piazzale)
20127,Perticari Giulio (Via)
20122,Perugia (Via) 
20135,Perugino (Via)
20141,Perussia Felice (Via)
20161,Pesaro (Via)
20162,Pescantina (Via)
20142,Pescara (Via)
20142,Pescarenico (Via)
20154,Peschiera (Via)
20148,Pessano (Via)
20138,Pestagalli Pietro e Giuseppe (Via dei)
20131,Pestalozza Alessandro (Via)
20143,Pestalozzi Giovanni Enrico (Via)
20144,Pesto (Via)
20149,Petitti Carlo Ilarione (Via)
20121,Petofi Alessandro (Viale)
20132,Petraccone Enzo (Via)
20152,Petralia (Via)
20123,Petrarca Francesco (Via)
20124,Petrella Errico (Via)
20127,Petrocchi Policarpo (Via)
20147,Pettirosso (Via del)
20135,Pezzi Giulietta (Via)
20141,Pezzotti Giovanni (Via)
20135,Piacenza (Via)
20148,Pianella Antonio (Via)
20125,Pianell Salvatore (Via) 
20162,Pianell Salvatore (Via)
20123,Piatti (Via dei)
20127,Piattoli Scipione (Via)
20129,Piave (Viale)
20152,Piazza Albertino e Martino Fratelli (Via)
20139,Piazzetta Giovanni Battista (Via)
20159,Piazzi Giuseppe (Via)
20131,Piccinni Nicola (Via)
20127,Piccoli Martiri (Piazza dei)
20151,Piccolomini (Via dei)
20132,Picco Madre Anna Eugenia (Via)
20129,Piceno (Viale)
20143,Pichi Mario (Via)
20141,Pick Mangiagalli Riccardo (Via)
20131,Picozzi Antonio (Via)
20145,Piemonte (Piazza)
20142,Pienza (Via)
20145,Pier Capponi (Via) 
20127,Pieri Mario (Via)
20135,Pier Lombardo (Via)
20145,Piermarini Giuseppe Francesco (Via)
20154,Piero della Francesca (Via)
20148,Pietra Ligure (Via)
20141,Pietrasanta (Via)
20138,Pietri Giuseppe (Via)
20125,Pietro da Bescape' (Via)
20155,Pietro da Cemmo (Via)
20133,Pietro da Cortona (Via)
20158,Pietro Di Pietramellara (Via)
20147,Pignotti Lorenzo (Via)
20129,Pilo Rosolino (Via)
20127,Pimentel Fonseca Eleonora (Via)
20121,Pinamonte da Vimercate (Via)
20128,Pindaro (Via)
20129,Pindemonte Ippolito (Via)
20153,Pinerolo (Via) 
20151,Pinerolo (Via)
20122,Pini Gaetano (Via)
20134,Pini Tommaso (Via)
20133,Pinturicchio (Via)
20153,Pio II (Via)
20123,Pio IV (Via)
20131,Piola Gabrio (Piazzale)
20129,Piolti De Bianchi Giuseppe (Via)
20157,Piombino (Via)
20123,Pioppette (Via)
20156,Pioppi (Viale dei)
20123,Pio XI (Piazza)
20144,Pirandello Luigi (Via)
20137,Piranesi Giovanni Battista (Via)
20127,Pirano (Via)
20124,Pirelli Giovanni Battista (Via)
20146,Pisa (Viale)
20129,Pisacane Carlo (Via)
20146,Pisanello (Via)
20134,Pisani Dossi Carlo Alberto (Via)
20124,Pisani Vittor (Via)
20147,Pisa Ugo (Via)
20128,Pisino (Via)
20139,Pismonte (Via)
20121,Pisoni Gastone (Via)
20153,Pistoia (Via)
20137,Pistrucci Scipione (Via)
20128,Pitagora (Via)
20134,Pitteri Riccardo (Via)
20141,Pizzi Gian Francesco (Via)
20156,Pizzigoni Giuseppina (Via)
20151,Pizzoni Alfredo (Via)
20155,Plana Giovanni Antonio (Via)
20128,Platone (Via)
20135,Plauto (Via)
20129,Plebisciti (Corso)
20132,Plezzo (Via)
20129,Plinio (Via) 
20145,Plutarco (Via)
20144,Po (Piazza)
20122,Podgora (Via)
20129,Poerio Carlo (Via)
20148,Pogatschnig Giuseppe (Via)
20146,Poggibonsi (Via)
20131,Poggi Felice (Via)
20146,Pogliaghi Lodovico (Via)
20124,Pola (Via)
20148,Poldi Pezzoli Gian Giacomo (Via)
20139,Polesine (Via)
20144,Polibio (Via)
20156,Polidoro da Caravaggio (Via)
20154,Poliziano (Via)
20159,Pollaiuolo Antonio (Via)
20153,Pollak Leopoldo (Via)
20124,Polo Marco (Via)
20157,Polonia (Via)
20129,Poma Carlo (Via)
20127,Pomezia (Via)
20145,Pompeo (Via)
20141,Pomponazzi Pietro (Via)
20146,Pomponio Leto (Via)
20139,Pomposa (Via)
20162,Ponale (Via)
20129,Ponchielli Amilcare (Via)
20121,Pontaccio (Via)
20127,Pontano Giovanni (Via)
20123,Pontebba (Via)
20153,Ponte del Giuscano (Via)
20134,Ponte di Legno (Via)
20128,Ponte Nuovo (Via)
20125,Ponte Seveso (Via)
20127,Ponte Vecchio (Via)
20121,Ponte Vetero (Via)
20143,Ponti Andrea (Via)
20121,Pontida (Via)
20139,Ponti Della Priula (Via)
20143,Ponti Ettore (Via) 
20143,Ponti Gio' (Piazza)
20139,Pontinia (Cavalcavia)
20133,Ponzio Giuseppe (Via)
20127,Popoli Uniti (Via)
20159,Populonia (Via)
20132,Pordenone (Via)
20123,Porlezza (Via)
20131,Porpora Nicola Antonio (Via)
20157,Porretta (Via)
20128,Porro Don Carlo (Via)
20158,Porro Edoardo (Via)
20159,Porro Lambertenghi Luigi (Via)
20121,Porrone Bassano (Via)
20121,Porta Carlo (Via)
20136,Porta Lodovica (Piazzale di)
20143,Portaluppi Ambrogio (Via)
20138,Portaluppi Piero (Via privata)
20121,Porta Nuova (Bastioni di)
20121,Porta Nuova (Corso di)
20122,Porta Romana (Corso di)
20121,Porta Tenaglia (Via)
20123,Porta Ticinese (Corso di)
20143,Porta Ticinese (Ripa di)
20121,Porta Venezia (Bastioni di)
20123,Porta Vercellina (Viale di)
20122,Porta Vigentina (Corso di)
20122,Porta Vittoria (Corso di)
20121,Porta Volta (Bastioni di)
20125,Portinari Pigello (Via)
20126,Porto Corsini (Via)
20133,Porto di Classe (Largo)
20141,Portoferraio (Via)
20123,Posta (Via della)
20153,Postumia (Via)
20149,Pozzi Antonia (Via)
20127,Pozzi Fratelli (Via)
20121,Pozzone Giuseppe (Via)
20161,Pozzuoli (Via)
20145,Praga Emilio e Marco (Via dei)
20158,Prampolini Camillo (Via)
20128,Prandina Giovanni Battista (Via)
20157,Prassitele (Via)
20145,Prati Giovanni (Via)
20155,Prealpi (Piazza)
20128,Precotto (Piazza)
20126,Precotto (Piazza)
20131,Predabissi Francesco (Via)
20141,Preda Piero (Via)
20134,Predil (Via)
20129,Premuda (Viale)
20148,Preneste (Via)
20147,Presanella (Via)
20135,Presolana (Via)
20158,Prestinari Marcello (Via)
20141,Presutti Enrico (Via)
20149,Previati Gaetano (Via)
20127,Pria Fora' (Via) 
20146,Primaticcio Francesco (Via) 
20147,Primaticcio Francesco (Via)
20146,Primule (Via delle)
20154,Prina Giuseppe (Via)
20121,Principe Amedeo (Via)
20155,Principe Eugenio (Via)
20121,Principessa Clotilde (Piazzale)
20127,Prinetti Luigi (Via)
20134,Priorato Gualdo (Via)
20122,Prisco Tarquinio (Via)
20154,Procaccini Giulio Cesare (Via)
20146,Procopio (Via)
20125,Progresso (Via del)
20142,Promessi Sposi (Largo)
20135,Properzio (Via)
20138,Prudenzio Clemente (Via)
20145,Pucci Marcello (Via)
20121,Puccini Giacomo (Via)
20127,Puecher Gian Carlo (Via)
20139,Puglie (Viale) 
20137,Puglie (Viale) 
20126,Pulci Luigi (Via)
20156,Punta Licosa (Via privata)
20147,Puricelli Gian Pietro (Via)
20132,Pusiano (Via)
20121,Puskin Alessandro (Viale)
20123,Pusterla (Vicolo)
20154,Quadrio Maurizio (Via)
20122,Quadronno (Via)
20141,Quaranta Bernardo (Via) 
20139,Quaranta Bernardo (Via)
20151,Quarenghi Giacomo (Via)
20146,Quarnero (Via)
20151,Quarti Eugenio (Via)
20153,Quarto Cagnino (Via)
20123,Quasimodo Salvatore (Piazza)
20124,Quattro Novembre (Piazza)
20156,Quercie (Via delle) 
20138,Quintiliano Marco Fabio (Via)
20145,Quinto Alpini (Largo)
20153,Quinto Romano (Via)
20141,Quintosole (Via)
20125,Rabolini Vincenzo (Via)
20162,Racconigi (Via)
20121,Racine Giovanni (Viale)
20121,Radegonda (Sottovia)
20149,Raffaello Sanzio (Via)
20121,Ragazzi del 99 (Via)
20125,Ragusa (Via)
20129,Raiberti Giovanni (Via)
20156,Raimondi Antonio (Via)
20129,Ramazzini Bernardino (Via)
20127,Rancati Ilarione (Via)
20145,Randaccio Giovanni (Via)
20128,Ranzato Virgilio (Via)
20149,Ranzoni Daniele (Viale)
20162,Rapallo (Largo)
20161,Rapisardi Mario (Viale)
20153,Rasario Giovanni Battista (Via)
20122,Rasini (Vicolo)
20145,Rasori Giovanni (Via)
20122,Rastrelli (Via)
20151,Ratti Luigi (Via)
20131,Raul Sire (Piazza)
20139,Ravenna (Via)
20149,Ravizza Carlo (Via)
20124,Razza Luigi (Via)
20158,Reale Carlo (Via)
20128,Rebora Clemente (Via)
20126,Recanati (Via)
20132,Recco (Via)
20147,Recoaro (Via)
20146,Redaelli Pietro (Via)
20129,Redi Francesco (Via)
20161,Regaldi Giuseppe (Via)
20145,Reggimento Savoia Cavalleria (Via)
20122,Reggio (Via)
20129,Regina Giovanna (Viale)
20122,Regina Margherita (Viale)
20132,Regina Teodolinda (Via)
20162,Regno Italico (Via del)
20138,Regolo Attilio (Via)
20125,Reguzzoni Elio (Via)
20159,Reinach Ernesto (Via)
20133,Reina Francesco (Via)
20147,Rembrandt Paolo (Via)
20148,Rembrandt Paolo (Via)
20133,Reni Guido (Via)
20161,Reno (Via del)
20142,Renzo e Lucia (Via)
20138,Repetti Alessandro (Via)
20121,Repubblica (Piazza della)
20124,Repubblica (Piazza della)
20154,Repubblica Cisalpina (Viale)
20157,Repubblica di San Marino (Via)
20159,Resegone (Via)
20123,Resistenza Partigiana (Piazza della)
20137,Resnati Luigi (Via)
20122,Respighi Ottorino (Via)
20125,Ressi Adeodato (Via)
20124,Restelli Francesco (Viale)
20123,Revere Giuseppe (Via)
20135,Rezia (Via)
20135,Rezzonico Francesco (Via)
20125,Rho (Via)
20121,Ricasoli Bettino (Via)
20132,Riccardi Padre Placido (Via)
20148,Ricciarelli Daniele (Via)
20156,Riccione (Via)
20134,Ricci Renzo (Via)
20143,Richard Giulio (Viale)
20122,Richini Francesco (Largo)
20131,Ricordi Giovanni (Via)
20128,Ricordo (Via del)
20158,Ricotti Ercole (Via)
20153,Rieti (Via)
20133,Righi Augusto (Via)
20159,Rigola Rinaldo (Via)
20155,Rigosella (Via della)
20138,Rilke Rainer Maria (Via)
20125,Rimembranze Di Greco (Viale delle)
20134,Rimembranze Di Lambrate (Viale delle)
20142,Rimini (Via)
20127,Rinuccini Ottavio (Via)
20133,Rio De Janeiro (Largo)
20136,Ripamonti Giuseppe (Via)
20141,Ripamonti Giuseppe (Via)
20152,Rismondo Francesco (Via)
20153,Rismondo Francesco (Via)
20129,Risorgimento (Piazza)
20129,Ristori Adelaide (Via)
20139,Riva Di Trento (Via)
20146,Riva Rocci Scipione (Via) 
20145,Riva Villasanta Alberto (Via)
20121,Rivoli (Via)
20151,Rizzardi Fratelli (Via)
20132,Rizzoli Angelo (Via)
20151,Rizzo Luigi (Via)
20153,Roane (Via)
20161,Rocca d'Anfo (Via)
20125,Rocca Gino (Via privata)
20146,Rocci Riva Scipione (Via)
20134,Rodano (Via)
20138,Rodari Gianni (Largo)
20126,Rodi (Viale)
20141,Rogers Ernesto (Via)
20127,Roggia Scagna (Via)
20138,Rogoredo (Via)
20133,Romagna (Viale)
20146,Romagnoli Ettore (Via)
20121,Romagnosi Gian Domenico (Via)
20125,Romani Felice (Via)
20151,Romano' Antonio (Via)
20135,Romano Giulio (Via)
20134,Rombon (Via)
20139,Romilli Arcivescovo (Via)
20132,Romita Giuseppe (Via)
20143,Romolo (Viale)
20125,Romussi Carlo (Via)
20146,Roncaglia (Via)
20122,Ronchetti Anselmo (Via)
20134,Ronchi (Via)
20133,Ronciglione (Via)
20147,Rondine (Via della)
20146,Rondoni Pietro (Via)
20136,Rontgen Guglielmo (Via)
20123,Ronzoni Gaetano (Via)
20139,Rosa Gabriele (Piazzale)
20151,Rosai Ottone (Via)
20124,Rosales Gaspare (Via)
20144,Rosario (Piazza del)
20156,Rosa Salvatore (Via)
20147,Rose (Via delle)
20124,Rosellini Ippolito (Via)
20154,Rosmini Antonio (Via)
20148,Rospigliosi (Via dei)
20121,Rossari Luigi (Via)
20139,Rosselli Fratelli (Via)
20153,Rossellini Roberto (Via)
20145,Rossetti Gabriele (Via)
20143,Rossi Ernesto (Via)
20122,Rossini Gioacchino (Via)
20161,Rossi Pellegrino (Via)
20134,Rosso di San Secondo (Via)
20143,Russoli Franco (Via)
20159,Rosso Medardo (Via)
20125,Rota Mauro (Via privata)
20145,Rotondi Giovanni (Via)
20162,Rotta Paolo (Via)
20132,Rottole (Via) 
20123,Rovani Giuseppe (Via)
20132,Rovato (Via)
20121,Rovello (Via)
20127,Rovereto (Via)
20127,Rovetta Gerolamo (Via)
20127,Rovigno (Via)
20132,Rovigo (Via)
20142,Rozzano (Via)
20134,Rubattino Raffaele (Via)
20148,Rubens (Via)
20161,Rubicone (Viale)
20126,Rucellai Bernardo (Via)
20123,Ruffini Fratelli (Via)
20122,Rugabella (Via)
20132,Ruggeri Ruggero (Via)
20149,Ruggiero Di Lauria (Via)
20146,Ruggiero Settimo (Via)
20148,Russi (Via)
20127,Russo Vincenzo (Via)
20141,Rutilia (Via)
20161,Rutilio Rufo Publio (Via)
20129,Ruzzante (Via)
20154,Sabatelli Luigi (Via)
20124,Sabaudia (Via)
20128,Saba Umberto (Via)
20136,Sabbatini Leopoldo (Via)
20135,Sabina (Via)
20135,Sabotino (Viale)
20134,Saccardo Pietro Andrea (Via)
20126,Sacchetti Franco (Via)
20121,Sacchi Giuseppe (Via)
20131,Sacchini Antonio (Via)
20146,Sacco Luigi (Via)
20139,Sacconi Giuseppe (Via)
20137,Sacile (Via)
20123,Saffi Aurelio (Via)
20148,Sagredo (Via dei)
20159,Sagunto (Via) 
20147,Saint Bon Simone (Via)
20121,Sala Dei Longobardi ()
20144,Salaino Andrea (Via)
20143,Sala Luigi (Via)
20142,Salamanca (Via)
20136,Salasco (Via)
20133,Saldini Cesare (Via)
20161,Salemi (Via)
20141,Salento (Via)
20151,Salerio Padre Carlo (Via)
20142,Salerno (Via)
20134,Salesina (Via)
20137,Salgari Emilio (Piazza)
20152,Salici (Via dei)
20131,Salieri Antonio (Via)
20161,Salis Ulisse (Via)
20135,Sallustio (Via)
20132,Salmeggia Enea (Via)
20135,Salmini Vittorio (Via)
20148,Salmoiraghi Angelo (Viale)
20139,Salo' (Via)
20138,Salomone Oreste (Via)
20159,Salsomaggiore (Via)
20144,Salutati Coluccio (Via)
20125,Salvagnoli Vincenzo (Via)
20161,Salvemini Gaetano (Via)
20122,Salvini Tommaso (Via)
20146,Salvio Giuliano (Via)
20154,Salvioni Fratelli (Via)
20122,Sambuco (Via)
20125,Sammartini Giovanni Battista (Via)
20122,San Babila (Galleria)
20122,San Babila (Piazza)
20122,San Barnaba (Via)
20125,San Basilio (Via)
20133,San Benigno (Via)
20122,San Bernardino (Via)
20139,San Bernardo (Via)
20156,San Brunone (Via)
20122,San Calimero (Via)
20123,San Calocero (Via)
20124,San Camillo De Lellis (Piazza)
20122,San Carlo (Galleria)
20122,San Carlo (Piazza)
20121,San Carpoforo (Via)
20122,San Clemente (Via)
20142,San Colombano (Via)
20144,San Cristoforo (Via)
20121,San Dalmazio (Via)
20122,San Damiano (Via)
20161,Sand George (Via)
20139,San Dionigi (Via)
20142,San Domenico Savio (Via) 
20121,Sandri Sandro (Via)
20134,San Faustino (Via)
20121,San Fedele (Piazza)
20137,Sanfelice Luisa (Via)
20121,San Fermo (Via)
20122,San Francesco d'Assisi (Via)
20154,San Galdino (Via)
20133,Sangallo (Via)
20133,San Gerolamo (Piazza)
20135,San Gerolamo Emiliani (Via)
20142,San Giacomo (Via)
20146,San Gimignano (Viale)
20124,San Gioachimo (Piazza)
20123,San Giorgio (Piazza)
20145,Sangiorgio Abbondio (Via)
20151,San Giovanni (Piazza)
20124,San Giovanni alla Paglia (Via)
20147,San Giovanni Battista alla Creta (Piazza)
20132,San Giovanni Battista De La Salle (Via)
20139,San Giovanni Bosco (Via)
20123,San Giovanni di Dio (Via)
20122,San Giovanni in Conca (Via)
20121,San Giovanni sul Muro (Via)
20121,San Giovanni sul Muro (Vicolo)
20162,San Giuseppe (Piazza)
20143,San Giuseppe Cottolengo (Via)
20153,San Giusto (Via)
20126,San Glicerio (Via)
20136,San Gottardo (Corso)
20124,San Gregorio (Via)
20132,Sangro (Via)
20122,San Luca (Via)
20139,San Luigi (Piazza)
20128,San Mamete (Via)
20136,San Mansueto (Via)
20142,San Marchetto (Via)
20121,San Marco (Piazza)
20121,San Marco (Via)
20139,San Martiniano (Via)
20122,San Martino (Via)
20133,San Martino Don Carlo (Via)
20131,San Materno (Piazza) 
20123,San Maurilio (Via)
20144,San Michele Del Carso (Viale)
20162,San Miniato (Via)
20122,San Nazaro in Brolo (Piazza)
20133,San Nereo (Via)
20123,San Nicolao (Via)
20135,Sannio (Via)
20147,Sanniti (Via dei)
20142,San Paolino (Via)
20121,San Paolo (Via)
20121,San Pietro all'Orto (Via)
20122,San Pietro in Gessate (Piazza)
20123,San Pio V (Via)
20121,San Primo (Via)
20121,San Prospero (Via)
20121,San Protaso (Via)
20147,Sanquirico Alessandro (Via)
20125,San Rafael Delle Ande (Via)
20121,San Raffaele (Via)
20133,Sanremo (Via)
20135,San Rocco (Via)
20153,San Romanello (Via)
20122,San Senatore (Via)
20123,San Sepolcro (Piazza)
20121,San Simpliciano (Piazza)
20121,San Simpliciano (Via)
20149,San Siro (Via)
20123,San Sisto (Via)
20133,Sansovino (Via)
20142,Sant'Abbondio (Via)
20122,Santa Caterina (Vicolo)
20122,Santa Cecilia (Via)
20133,Sant'Achilleo (Via)
20122,Santa Croce (Via)
20129,Santa Francesca Romana (Piazza)
20124,Santa Giovanna D'Arco (Via)
20161,Santa Giustina (Piazza)
20123,Sant'Agnese (Via)
20123,Sant'Agostino (Piazza)
20162,Santagostino Paolo (Via)
20123,Sant'Alessandro (Piazza)
20127,Sant'Alessandro Sauli (Via)
20122,Santa Lucia (Via)
20125,Santa Marcellina (Via)
20121,Santa Margherita (Passaggio)
20121,Santa Margherita (Via)
20121,Santa Margherita (Vicolo)
20159,Santa Maria alla Fontana (Piazza)
20123,Santa Maria alla Porta (Via)
20123,Santa Maria alla Porta (Vicolo)
20123,Santa Maria Beltrade (Piazza)
20123,Santa Maria delle Grazie (Piazza)
20135,Santa Maria del Suffragio (Piazza)
20129,Santa Maria del Suffragio (Piazza)
20123,Santa Maria Fulcorina (Via) 
20148,Santa Maria Nascente (Piazza)
20123,Santa Maria Podone (Via)
20132,Santa Maria Rossa (Via)
20123,Santa Maria Segreta (Via)
20123,Santa Maria Valle (Via)
20123,Santa Maria Valle (Vicolo)
20123,Santa Marta (Via)
20123,Sant'Ambrogio (Piazza)
20162,Santa Monica (Via)
20141,Sant'Ampellio (Via)
20147,Sant'Anatalone (Via)
20143,Santander (Via)
20121,Sant'Andrea (Via)
20121,Sant'Angelo (Piazza)
20122,Sant'Antonio (Via)
20122,Sant'Antonio Maria Zaccaria (Via)
20152,Sant'Apollinare (Piazza)
20152,Sant'Apollinare (Via)
20148,Sant'Aquilino (Via)
20121,Santa Radegonda (Via)
20139,Sant'Arialdo (Via)
20143,Santa Rita da Cascia (Via)
20161,Sant'Arnaldo (Via)
20122,Santa Sofia (Via)
20122,Santa Tecla (Via)
20142,Santa Teresa (Via)
20123,Santa Valeria (Via)
20126,Sant'Elembardo (Via)
20153,Sant'Elena (Piazza)
20151,Sant'Elia Antonio (Via)
20121,Sant'Erasmo (Piazza)
20122,Sant'Eufemia (Piazza)
20122,Sant'Eufemia (Via)
20144,Sant'Eusebio (Via)
20122,Sant'Eustorgio (Piazza)
20162,Santhia' (Via)
20143,Santi Fernando (Via)
20147,Santi Nabore e Felice (Via)
20123,Santi Pietro e Lino (Piazza)
20154,Santissima Trinita' (Piazza) 
20121,San Tomaso (Via)
20123,Sant'Orsola (Via)
20121,Santo Spirito (Via)
20122,Santo Stefano (Piazza)
20161,Santuario del Sacro Cuore (Via)
20126,Sant'Uguzzone (Via)
20125,San Valentino (Largo)
20142,San Vigilio (Via)
20123,San Vincenzo (Via)
20123,San Vincenzo (Vicolo)
20123,San Vito (Via)
20123,San Vittore (Via)
20123,San Vittore al Teatro (Via)
20149,Sanzio Raffaello (Via)
20123,Sapeto Giuseppe (Via)
20142,Saponaro Michele (Via)
20153,Saporiti Gerolamo (Via)
20156,Sapri (Via)
20128,Saragat Giuseppe (Via)
20125,Sarca (Viale)
20126,Sarca (Viale)
20146,Sardegna (Via)
20136,Sarfatti Roberto (Via)
20124,Sarno (Via)
20154,Saronno (Via)
20154,Sarpi Paolo (Via)
20144,Sartirana (Via)
20159,Sarzana (Via)
20128,Sassari (Via)
20124,Sassetti Filippo (Via)
20133,Sassi Battistotti Luisa (Via)
